id,greenspark_id,name,url,category,brand,part_type,created_at,updated_at,price_retail,price_green5,quantity,last_parsed
1168,87881,Стекло камеры для iPhone 11 (белый) в сборе (комплект 2 шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_belyy_v_sbore_komplekt_2_sht.html,,Apple,Стекло,2025-12-08 19:22:06,2025-12-08 19:31:47,190.0,114.0,none,2025-12-08 19:31:47
1178,87882,Стекло камеры для iPhone 11 (желтый) в сборе (комплект 2 шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_zheltyy_v_sbore_komplekt_2_sht.html,,Apple,Стекло,2025-12-08 19:22:10,2025-12-08 19:31:51,20.0,19.0,none,2025-12-08 19:31:51
1176,87878,Стекло камеры для iPhone 11 (зеленый) в сборе (комплект 2 шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_zelenyy_v_sbore_komplekt_2_sht.html,,Apple,Стекло,2025-12-08 19:22:10,2025-12-08 19:31:51,190.0,114.0,none,2025-12-08 19:31:51
1169,87879,Стекло камеры для iPhone 11 (красный) в сборе (комплект 2 шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_krasnyy_v_sbore_komplekt_2_sht.html,,Apple,Стекло,2025-12-08 19:22:06,2025-12-08 19:31:47,190.0,114.0,none,2025-12-08 19:31:47
1177,87880,Стекло камеры для iPhone 11 (фиолетовый) в сборе (комплект 2 шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_fioletovyy_v_sbore_komplekt_2_sht.html,,Apple,Стекло,2025-12-08 19:22:10,2025-12-08 19:31:51,20.0,19.0,none,2025-12-08 19:31:51
1150,88598,Стекло камеры для iPhone 11 (черный) (комплект 2 шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_chernyy_komplekt_2_sht.html,,Apple,Стекло,2025-12-08 19:22:02,2025-12-08 19:31:43,80.0,57.0,none,2025-12-08 19:31:43
1155,87877,Стекло камеры для iPhone 11 (черный) в сборе (комплект 2 шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_chernyy_v_sbore_komplekt_2_sht.html,,Apple,Стекло,2025-12-08 19:22:02,2025-12-08 19:31:43,190.0,114.0,few,2025-12-08 19:31:43
1137,87886,Стекло камеры для iPhone 11 Pro/11 Pro Max (зеленый) в сборе (комплект 3шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_pro_11_pro_max_zelenyy_v_sbore_komplekt_3sht.html,,Apple,Стекло,2025-12-08 19:21:58,2025-12-08 19:31:39,260.0,186.0,none,2025-12-08 19:31:39
1138,87887,Стекло камеры для iPhone 11 Pro/11 Pro Max (золото) в сборе (комплект 3 шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_pro_11_pro_max_zoloto_v_sbore_komplekt_3_sht.html,,Apple,Стекло,2025-12-08 19:21:58,2025-12-08 19:31:39,70.0,67.0,none,2025-12-08 19:31:39
1135,87883,Стекло камеры для iPhone 11 Pro/11 Pro Max (серебро) в сборе (комплект 3 шт),/catalog/komplektuyushchie_dlya_remonta/zapchasti_dlya_apple/korpusa_chasti_korpusa/chasti_korpusa/steklo_kamery_dlya_iphone_11_pro_11_pro_max_serebro_v_sbore_komplekt_3_sht.html,,Apple,Стекло,2025-12-08 19:21:58,2025-12-08 19:31:39,70.0,67.0,few,2025-12-08 19:31:39
